"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219271_at","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14",1.02713984393096,7.03931926302583,6.87718658005794,4.3738443261976e-11,3.39880526627138e-10,14.3487852363944
"219415_at","TTYH1","tweety family member 1",1.05526732363084,6.90811429577693,5.92352068650612,9.74671139516573e-09,5.30144693126429e-08,9.0672875630167
"219497_s_at","BCL11A","BAF chromatin remodeling complex subunit BCL11A",1.73678836832137,7.2760107847812,8.26196731206295,6.89926636344486e-15,9.41866138380394e-14,22.9528771427964
"219498_s_at","BCL11A","BAF chromatin remodeling complex subunit BCL11A",1.25027988303631,8.12394488897118,8.29160500549109,5.6617510273759e-15,7.8587519020507e-14,23.1476586219259
"219615_s_at","KCNK5","potassium two pore domain channel subfamily K member 5",1.64688587000458,8.23961719629682,12.1633094526315,2.41034478851679e-27,1.38140043304146e-25,51.3265456679641
"219654_at","HACD1","3-hydroxyacyl-CoA dehydratase 1",1.12912449006205,8.14164368032346,6.28483685447564,1.34211184270872e-09,8.39395618852659e-09,11.0001778644805
"219795_at","SLC6A14","solute carrier family 6 member 14",1.5709584028637,6.77153839762292,5.06688799205321,7.58974067864139e-07,3.01051270752117e-06,4.8446461459945
"219918_s_at","ASPM","assembly factor for spindle microtubules",1.17630223451859,8.27186026122027,5.75673482316194,2.36597604675303e-08,1.21032691201555e-07,8.20455288308323
"219983_at","PLAAT1","phospholipase A and acyltransferase 1",1.13424178126029,8.43911312571314,4.95010230381909,1.3208925302871e-06,5.01837955903863e-06,4.31039391562882
"220230_s_at","CYB5R2","cytochrome b5 reductase 2",1.3496179454457,8.35328708214586,8.21507762104918,9.42486044874762e-15,1.2617635774615e-13,22.6455541430806
"220414_at","CALML5","calmodulin like 5",1.02489083088026,8.03557622700988,3.63179671766699,0.00033781025925201,0.0008309238763993,-0.971088305815328
"220432_s_at","CYP39A1","cytochrome P450 family 39 subfamily A member 1",1.1947007332294,6.29744143565691,6.69913060063058,1.2511428438084e-10,9.10868641614173e-10,13.3195960515268
"220559_at","EN1","engrailed homeobox 1",2.57720740449872,6.74111770823051,13.2879757322608,3.17296227897292e-31,2.70220736141502e-29,60.1899189457055
"220625_s_at","ELF5","E74 like ETS transcription factor 5",2.2801978124801,8.92166960918293,6.85764610223613,4.91295187739624e-11,3.78331892812169e-10,14.2349151114196
"220651_s_at","MCM10","minichromosome maintenance 10 replication initiation factor",1.52050251928879,7.36911183205663,8.04107385542033,2.97267163651373e-14,3.68133231543348e-13,21.5142414303415
"221004_s_at","ITM2C","integral membrane protein 2C",1.00421098427472,9.63146385732914,12.1637822013419,2.40140678362536e-27,1.37916928460837e-25,51.3302294530069
"221016_s_at","TCF7L1","transcription factor 7 like 1",1.18361740126171,9.17512268166384,7.28175297195923,3.75739020064024e-12,3.41822477903503e-11,16.7560064886964
"221241_s_at","BCL2L14","BCL2 like 14",1.3429273257867,7.31213702140722,9.91837150595496,6.33067422488683e-20,1.63037971382801e-18,34.4053254439374
"221524_s_at","RRAGD","Ras related GTP binding D",1.0701403401532,9.99089729399729,8.14934743665461,1.4569441121804e-14,1.89392342685362e-13,22.2164955835878
"221591_s_at","PIMREG","PICALM interacting mitotic regulator",1.26583597777736,8.05492133784254,12.425067779367,3.06341142491284e-28,1.92078004193933e-26,53.3721868284566
"221696_s_at","STYK1","serine/threonine/tyrosine kinase 1",1.00842751004669,7.01420574628146,12.4333604970061,2.86908365059465e-28,1.80930967239057e-26,53.4371833550992
"221854_at","PKP1","plakophilin 1",1.18530763352194,8.19809177009872,7.25940786101416,4.3130029505694e-12,3.88362049279285e-11,16.620629952742
"221922_at","GPSM2","G protein signaling modulator 2",1.10632776007125,9.72846815555717,8.27171619239481,6.46520354967635e-15,8.88153276579283e-14,23.0169023896694
"222158_s_at","DESI2","desumoylating isopeptidase 2",1.02359044557037,9.9749289049566,11.5951552107165,2.03270141078504e-25,9.40253381003993e-24,46.9301244648781
"222242_s_at","KLK5","kallikrein related peptidase 5",1.50756999021971,7.60140382446072,7.65029002158316,3.72040642859868e-13,3.93677610767627e-12,19.0279304069606
"222608_s_at","ANLN","anillin actin binding protein",1.16539852204116,9.08498762362138,5.45992379581943,1.09525211545053e-07,5.02499869197432e-07,6.71699256774285
"222891_s_at","BCL11A","BAF chromatin remodeling complex subunit BCL11A",1.96469651620105,7.92151392313169,8.099936250491,2.01870769678148e-14,2.56561699957061e-13,21.8953174017202
"222939_s_at","SLC16A10","solute carrier family 16 member 10",1.30315890902132,7.44395751319083,8.94701088190648,6.48686258319392e-17,1.16170721171349e-15,27.5554736256394
"222962_s_at","MCM10","minichromosome maintenance 10 replication initiation factor",1.57721219523594,6.52719939375763,12.5258207532241,1.38064915496107e-28,8.92281235786008e-27,54.1626203191055
"223062_s_at","PSAT1","phosphoserine aminotransferase 1",2.40865755760258,9.28693346537943,9.1340884486522,1.75368219620559e-17,3.36902930701127e-16,28.8469526924909
"223075_s_at","AIF1L","allograft inflammatory factor 1 like",1.3283219801049,10.0113693928016,7.14130112422816,8.90025123550875e-12,7.64166514292464e-11,15.9097226825535
"223079_s_at","GLS","glutaminase",1.07841026579233,7.15486362025393,7.57660529784475,5.9406022418747e-13,6.09957610468543e-12,18.5678810655083
"223274_at","TCF19","transcription factor 19",1.22535130345083,7.84384906900405,11.8398751043451,3.03251076599634e-26,1.54378515950512e-24,48.8159809217836
"223381_at","NUF2","NUF2 component of NDC80 kinetochore complex",1.16621548112878,8.48556491076443,5.89872191362428,1.11333422508733e-08,5.99897001642357e-08,8.9378113412683
"223586_at","ARNTL2","aryl hydrocarbon receptor nuclear translocator like 2",1.03477584808055,7.45202342415389,7.49949381323629,9.66563646439998e-13,9.58238755559509e-12,18.0895058957765
"223654_s_at","CELF4","CUGBP Elav-like family member 4",1.05156069002174,6.39204021780865,13.8242490852963,4.23601043209869e-33,4.46250231936408e-31,64.4731230483294
"223861_at","HORMAD1","HORMA domain containing 1",2.48605135891697,6.34595789908312,9.52143400515809,1.12056850700178e-18,2.47844187379945e-17,31.5642428447034
"224191_x_at","ROPN1","rhophilin associated tail protein 1",1.9991418712162,7.79019856201143,9.96076378610764,4.64324836920541e-20,1.21643317961814e-18,34.7119272245261
"224428_s_at","CDCA7","cell division cycle associated 7",1.7090965164797,8.89923053782693,8.06110552118908,2.60632592456492e-14,3.25641841694668e-13,21.6437382397128
"224583_at","COTL1","coactosin like F-actin binding protein 1",1.05176332846609,9.39251945705371,6.79066128138893,7.30572788825938e-11,5.49966504599451e-10,13.8462877594864
"224652_at","CCNY","cyclin Y",1.03458161960764,9.0771065027517,15.0520777330944,1.98626199842502e-37,3.15694403383395e-35,74.3673858334556
"224851_at","CDK6","cyclin dependent kinase 6",1.38674772569227,8.77847534794243,7.52790441866837,8.08161143102537e-13,8.10904945845682e-12,18.2653885785623
"224999_at","EGFR","epidermal growth factor receptor",1.05772081294035,8.61108135718662,7.56950468875972,6.21372695322303e-13,6.36208841137583e-12,18.5236993387249
"225288_at","COL27A1","collagen type XXVII alpha 1 chain",1.38967953351472,7.93951355440899,7.64758194323176,3.78513257814666e-13,4.00216831773677e-12,19.010972254098
"225421_at","PM20D2","peptidase M20 domain containing 2",1.3143720959337,8.65985535123154,7.08449752711981,1.25759613419145e-11,1.05377882968456e-10,15.5706164645889
"225431_x_at","PM20D2","peptidase M20 domain containing 2",1.63648041447233,8.55788360670056,12.3506126943019,5.51484232063568e-28,3.35399336908516e-26,52.7891326196667
"225520_at","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like",1.03188270759557,9.1851528624421,8.15576092000269,1.39644348608851e-14,1.81830311030934e-13,22.2582696353172
"225612_s_at","B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",1.72695784942893,9.4176518877326,9.36857442782624,3.33959745515636e-18,7.02008807615047e-17,30.4851419915093
"226021_at","RDH10","retinol dehydrogenase 10",1.05934594093372,9.21716551863144,5.30667644732652,2.35993770796604e-07,1.02396313136293e-06,5.9735031199055
"226029_at","VANGL2","VANGL planar cell polarity protein 2",1.55779232976647,8.16722662466118,8.80626415340365,1.71968023450463e-16,2.89748896214301e-15,26.5932608105915
"226281_at","DNER","delta/notch like EGF repeat containing",1.46589773994182,5.90359517359808,6.65893401895535,1.58212961534751e-10,1.13476238645054e-09,13.0898953438097
"226346_at","MEX3A","mex-3 RNA binding family member A",1.00849867028267,8.90643224208805,11.4990302939949,4.27724303862522e-25,1.90283371144698e-23,46.192825751193
"226408_at","TEAD2","TEA domain transcription factor 2",1.10895263307237,9.39271155042113,11.1157106354772,8.14203916893748e-24,3.1843060912851e-22,43.2735087117662
"226473_at","CBX2","chromobox 2",1.075267802034,8.70708173829127,7.37192536667391,2.14789030445175e-12,2.02057643489159e-11,17.30511094888
"226575_at","ZNF462","zinc finger protein 462",1.25862678577667,9.49518079472674,9.32967590344438,4.40343803875817e-18,9.13692503867563e-17,30.2119293671323
"226611_s_at","CENPV","centromere protein V",1.02252457082176,7.24977332420404,6.60889473707288,2.11621505758656e-10,1.48796371236555e-09,12.8053267600391
"226661_at","CDCA2","cell division cycle associated 2",1.20579122150232,8.086652883037,8.06465215271124,2.54628676082034e-14,3.18723050933727e-13,21.6666861173188
"226817_at","DSC2","desmocollin 2",1.23889836469945,10.9506297347721,7.5736393290699,6.05321597969073e-13,6.20588006168368e-12,18.5494228442945
"226907_at","PPP1R14C","protein phosphatase 1 regulatory inhibitor subunit 14C",1.56051494786334,8.59282352130968,8.24368058832543,7.79270189826791e-15,1.05487986206437e-13,22.8329000319979
"226913_s_at","SOX8","SRY-box transcription factor 8",2.16093471528673,6.86377906777254,9.02744010627683,3.70280485270566e-17,6.85344804745029e-16,28.1089862538968
"226933_s_at","ID4","inhibitor of DNA binding 4, HLH protein",1.01027881310815,6.19973901315621,7.3012542428894,3.33058368239036e-12,3.05177916599116e-11,16.8743798812603
"226980_at","DEPDC1B","DEP domain containing 1B",1.18051122331541,6.63916971824877,8.9550711929909,6.13312559706634e-17,1.10450804354283e-15,27.6108257585605
"227021_at","KDM1B","lysine demethylase 1B",1.04849753502456,7.5310918203681,10.5218940860406,7.28041997213348e-22,2.31563095972308e-20,38.8237981420449
"227262_at","HAPLN3","hyaluronan and proteoglycan link protein 3",1.0000629765914,9.08821543946735,11.3018893726212,1.9545985633515e-24,8.13300429613725e-23,44.68714671907
"227400_at","NFIX","nuclear factor I X",1.17720491358453,9.15868857861062,14.7850906119917,1.74803382782975e-36,2.50193061614114e-34,72.2083442126179
"227475_at","FOXQ1","forkhead box Q1",1.26429321676933,8.09481568530723,6.28658523945917,1.32903135129463e-09,8.31500047282687e-09,11.0097386061817
"227498_at","SOX6","SRY-box transcription factor 6",1.36980153877767,7.07727269779492,5.94276682471221,8.7883153009562e-09,4.81657116158561e-08,9.16805949512615
"227642_at","TFCP2L1","transcription factor CP2 like 1",1.23348055186779,8.59302182997493,6.5932226401892,2.31733904357955e-10,1.61834860400705e-09,12.7165168769072
"228260_at","ELAVL2","ELAV like RNA binding protein 2",1.45334977074721,7.0485902995951,5.75257559087431,2.41831803612697e-08,1.23536894912867e-07,8.18328210338816
"228407_at","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3",1.15329656908098,8.28674242957962,5.94761104127723,8.56199057309122e-09,4.69959677325331e-08,9.19346294659104
"228565_at","MAP3K21","mitogen-activated protein kinase kinase kinase 21",1.51478680800976,8.91264665239207,7.98666421741991,4.24496242013187e-14,5.13671590554772e-13,21.1634926858952
"228956_at","UGT8","UDP glycosyltransferase 8",1.93765872838491,6.32917500865056,7.81831892676674,1.26675568861711e-13,1.43335818036301e-12,20.0875447828772
"229152_at","FDCSP","follicular dendritic cell secreted protein",1.58067629430835,7.62724819282918,4.01326707738956,7.79780427111552e-05,0.000215849001884994,0.410691247528837
"229341_at","TFCP2L1","transcription factor CP2 like 1",1.34648457833336,7.85767394130602,13.4809267536684,6.73741260945483e-32,6.24352600715158e-30,61.7275334159755
"229360_at","ZNF280B","zinc finger protein 280B",1.02925314379548,6.8505875390785,6.56615531786269,2.70981387523321e-10,1.87525043134381e-09,12.563489460186
"229430_at","VXN","vexin",1.06713016009369,5.87749810016319,6.06197054329735,4.60440332775622e-09,2.63690952074024e-08,9.79774149936497
"229825_at","PLK3","polo like kinase 3",1.00062360453408,6.53312319091545,39.9643594232567,3.16240419519114e-114,4.32261123430188e-110,249.109957692446
"230356_at","NKX1-2","NK1 homeobox 2",1.146549070406,5.62811528812098,5.59444794439938,5.50917870983105e-08,2.65621116366854e-07,7.38351993937923
"230472_at","IRX1","iroquois homeobox 1",1.17739069030014,8.36890899706151,5.14129336044204,5.30515180700963e-07,2.16429767981086e-06,5.19036635223198
"230538_at","SHC4","SHC adaptor protein 4",2.01095134142505,6.93687956941824,10.4648500198455,1.11547028081058e-21,3.48704045759396e-20,38.4014408393471
"230650_at","SLCO5A1","solute carrier organic anion transporter family member 5A1",1.08683904134862,6.04342205971416,6.44359387428828,5.47307530035741e-10,3.61794694773354e-09,11.8762727182487
"230720_at","RNF182","ring finger protein 182",1.39714596205937,6.56462334049581,6.72188373276797,1.0950264108342e-10,8.03739683344878e-10,13.4500518788883
"230789_at","ZNF280B","zinc finger protein 280B",1.0044294632845,6.05755841067955,5.58036294137088,5.92356655194603e-08,2.83923030794818e-07,7.31313163735479
"231297_at","DOT1L","DOT1 like histone lysine methyltransferase",1.08497698645984,7.48523415923642,24.7999373077715,4.88333969813463e-71,9.88876288872263e-68,151.142260653845
"231535_x_at","ROPN1","rhophilin associated tail protein 1",2.94010478547685,8.04426243728932,11.683821473832,1.0216652435326e-25,4.87005642459852e-24,47.6119698364219
"232001_at","PRKCQ-AS1","PRKCQ antisense RNA 1",1.10651794338582,6.17662698475643,14.1035430847217,4.42700242948073e-34,5.14992250706083e-32,66.7146764571066
"232202_at","FAM83B","family with sequence similarity 83 member B",1.03596213726606,7.81892734509614,5.55876647978659,6.618556166225e-08,3.14313869876098e-07,7.20547764914531
"232238_at","ASPM","assembly factor for spindle microtubules",1.31687938538362,6.59868718640889,9.68804685139886,3.37620342863211e-19,7.95320648257048e-18,32.7500900851316
"233203_at","ROPN1","rhophilin associated tail protein 1",1.17406419682263,6.5941350549455,6.29593535467208,1.26117176429089e-09,7.91671253876058e-09,11.0609014637101
"233320_at","TCAM1P","testicular cell adhesion molecule 1, pseudogene",1.13870416028183,5.73070931993375,7.79842708730277,1.44013059363113e-13,1.61948046496878e-12,19.9613497252485
"235075_at","DSG3","desmoglein 3",1.52159549469446,6.71230926303037,5.19985086286891,3.99110987973845e-07,1.65904305234319e-06,5.46534707342319
"235238_at","SHC4","SHC adaptor protein 4",2.56990510703424,7.05721763519365,9.82156413150657,1.28214326539211e-19,3.18352329860644e-18,33.707414831126
"235911_at","MELTF","melanotransferrin",1.11025910116912,10.6221367717269,7.02254175690708,1.82984387332615e-11,1.49950110572703e-10,15.202856526263
"235965_at","BHLHA15","basic helix-loop-helix family member a15",1.23427467719311,6.97699791752844,13.3487116210956,1.94905171797481e-31,1.70230675208103e-29,60.6734660079414
"236285_at","KLHDC7B","kelch domain containing 7B",1.00463342016899,8.38301505454003,4.25969154796438,2.84587253273253e-05,8.55169446150871e-05,1.36809627202278
"236641_at","KIF14","kinesin family member 14",1.1055027202048,7.80666330778225,5.27253410685505,2.79390086686087e-07,1.19630769751444e-06,5.81018207781788
"238508_at","DBF4B","DBF4 zinc finger B",1.0455403059439,7.10533780416018,17.5085243996009,3.87936467257862e-46,1.30928557699528e-43,94.2776653450884
"238542_at","ULBP2","UL16 binding protein 2",1.20579036406291,6.88214624822376,8.60168753054633,6.99146117112912e-16,1.09288657315569e-14,25.2096267984064
"239381_at","KLK7","kallikrein related peptidase 7",1.42748741656196,7.93365630041448,7.63052621470057,4.21911382776879e-13,4.43359693510011e-12,18.9042561989092
"241355_at","HR","HR lysine demethylase and nuclear receptor corepressor",1.052961559227,8.14994628573057,9.28666040431299,5.97473517466181e-18,1.2202766294354e-16,29.9104672629331
"241763_s_at","FBXO32","F-box protein 32",1.23617647702337,6.98265533049361,7.72102868223741,2.36785420495606e-13,2.57636673942234e-12,19.4722490990856
"242329_at","CREB5","cAMP responsive element binding protein 5",1.09626053840989,6.6406985098662,20.2371317880217,1.06120324894243e-55,8.05851217165655e-53,116.133316329183
"242481_at","PCDHB2","protocadherin beta 2",1.2242009628122,6.03166297755268,5.79618244877149,1.92146544668975e-08,9.96548314340373e-08,8.40688532498014
"242488_at","CHRM3","cholinergic receptor muscarinic 3",1.17789508205581,7.61242085918083,5.54016691946186,7.28026598946478e-08,3.43471000926729e-07,7.11302711772635
"242982_x_at","ITGB8","integrin subunit beta 8",1.25724724529118,6.15525916729588,19.1263270041556,7.81800096168379e-52,4.40669281010372e-49,107.296421090992
"243209_at","KCNQ4","potassium voltage-gated channel subfamily Q member 4",1.77509144256599,6.39085960852521,20.9832033363888,2.84253865512073e-58,2.67929250002406e-55,122.008975036139
"243754_at","KLHDC7B-DT","KLHDC7B divergent transcript",1.00887323237812,7.48847318634497,7.08379012421373,1.26300792262067e-11,1.05766515805307e-10,15.5664050043131
"55081_at","MICALL1","MICAL like 1",1.15637236404166,9.53157489522389,9.19288861230014,1.15926192695327e-17,2.28570666628814e-16,29.2557523607046
"60474_at","FERMT1","FERM domain containing kindlin 1",2.3654581112979,6.99544974149385,16.0187269349663,7.42540018463963e-41,1.56147598113528e-38,82.2024442466047
"1552509_a_at","CD300LG","CD300 molecule like family member g",-1.52815654615873,6.61558274253848,-7.23480166988017,5.01878637448275e-12,4.47054651392708e-11,16.4718760199368
"1552632_a_at","ARSG","arylsulfatase G",-1.33094311781383,6.29540533557547,-13.9705055769285,1.29918161164078e-33,1.44082666564826e-31,65.6461243784356
"1552733_at","KLHDC1","kelch domain containing 1",-1.42155760258812,6.44122525160759,-13.7180602168782,9.97960386861063e-33,1.00670634966105e-30,63.6226824400431
"1553394_a_at","TFAP2B","transcription factor AP-2 beta",-1.59131402581897,6.51945733545338,-6.13110606819795,3.15170910866014e-09,1.86190918980003e-08,10.1672713220749
"1553434_at","CYP4Z2P","cytochrome P450 family 4 subfamily Z member 2, pseudogene",-2.43108204262988,5.79581101618116,-10.5572372918368,5.58661579186607e-22,1.79781176233242e-20,39.0859510270589
"1553602_at","MUCL1","mucin like 1",-2.61870856369522,8.95379500934784,-7.12818316039897,9.64146745952339e-12,8.24182666274924e-11,15.8312480925497
"1553622_a_at","FSIP1","fibrous sheath interacting protein 1",-1.75879013812089,5.24705731001425,-14.4917553898853,1.8990895866954e-35,2.50199332897761e-33,69.8403187271162
"1553928_at","ELMOD2","ELMO domain containing 2",-1.0962318073323,7.06799705019029,-9.25145618117979,7.66579864162725e-18,1.54327518667817e-16,29.6642739198491
"1553946_at","DCD","dermcidin",-1.30606348146964,6.41990915064594,-9.11517242953714,2.00290580891918e-17,3.82363390721565e-16,28.7157308719346
"1554067_at","KICS2","KICSTOR subunit 2",-1.34433005801724,6.82644890633895,-13.2295662988146,5.06788597726111e-31,4.2432873783576e-29,59.7253015115592
"1555363_s_at","LINC00663","long intergenic non-protein coding RNA 663",-1.09186357672839,6.49666591672158,-11.9171111298959,1.65942235200105e-26,8.71555399574036e-25,49.413690922221
"1555893_at","WWP1-AS1","WWP1 antisense RNA 1",-1.11357836952118,5.88637420704765,-9.78225712635886,1.70607247344889e-19,4.1549894203037e-18,33.4249446882689
"1555982_at","ZFYVE16","zinc finger FYVE-type containing 16",-1.16189965862332,7.07117013592106,-10.8959691162797,4.33970640444818e-23,1.57238865250632e-21,41.6160267511734
"1555993_at","CACNA1D","calcium voltage-gated channel subunit alpha1 D",-1.33956249210172,6.17406294449444,-16.7146878188055,2.51895484449818e-43,6.65332638275063e-41,87.8481141030535
"1556012_at","KLHDC7A","kelch domain containing 7A",-1.09098278759473,7.12434797831685,-8.50534921964864,1.34507373787888e-15,2.01761060681831e-14,24.5643666791041
"1556185_a_at","STEAP4","STEAP4 metalloreductase",-1.0383053868216,5.82775725330468,-5.62267520894299,4.76201576853282e-08,2.31887435112693e-07,7.52500319729669
"1556308_at","PRRT3","proline rich transmembrane protein 3",-1.14591646103803,8.23768640047611,-11.7306135180973,7.10165194144358e-26,3.45290253668998e-24,47.9724653832398
"1556474_a_at","LOC285097","uncharacterized FLJ38379",-1.61346190196917,5.89167136341311,-9.94443145533902,5.23262210250082e-20,1.36235054025825e-18,34.5937334617611
"1558686_at","MPV17L","MPV17 mitochondrial inner membrane protein like",-2.26396906299187,6.35446765165079,-10.6103788095986,3.74922891829981e-22,1.23116571236061e-20,39.4807886782499
"1558703_at","SLC46A1","solute carrier family 46 member 1",-1.05852312715197,8.15377592545534,-15.6115343400757,2.06737931304957e-39,3.8710261623625e-37,78.8996821033362
"1559535_s_at","MRNIP-DT","MRNIP divergent transcript",-1.08556367248816,5.22703717147634,-12.6239702175145,6.34235878262408e-29,4.26005487026992e-27,54.934172378158
"1560850_at","LOC101926959","uncharacterized LOC101926959",-2.59406014373553,5.84484731592238,-14.52825068215,1.41177268996875e-35,1.87351145203984e-33,70.1346703734993
"1562821_a_at","DSCAM-AS1","DSCAM antisense RNA 1",-2.27777105757347,5.93609597478049,-8.79153026539335,1.90357466848277e-16,3.19355461795935e-15,26.4930115645915
"1563367_at","MAPT-AS1","MAPT antisense RNA 1",-1.04247986223478,4.70454169198938,-9.00030224825409,4.47523905698352e-17,8.2108622631065e-16,27.9219303160764
"1564786_at","VSIG10L2","V-set and immunoglobulin domain containing 10 like 2",-1.1217829718708,6.24049461048694,-27.3988356925327,2.65699839831455e-79,1.03765276734177e-75,169.972275445761
"1568838_at","WASIR2","WASH and IL9R antisense RNA 2",-1.9620255305705,6.11923619577182,-12.3030561171267,8.02438992403642e-28,4.80014791134235e-26,52.4172056591384
"200670_at","XBP1","X-box binding protein 1",-1.52731877472876,10.9380866044497,-9.9734088362749,4.23268171054473e-20,1.11046963783125e-18,34.803497176245
"200795_at","SPARCL1","SPARC like 1",-1.02448764000785,11.6029349082504,-6.32521769675583,1.06989282770114e-09,6.78691151578602e-09,11.221494435444
"200928_s_at","RAB14","RAB14, member RAS oncogene family",-1.09877619038171,6.27044162052905,-11.2491643413219,2.9302371040936e-24,1.19471076559521e-22,44.2859710121184
"201117_s_at","CPE","carboxypeptidase E",-1.20968965176181,8.61824667653206,-6.71085740927298,1.16812997181141e-10,8.55215669640985e-10,13.3867929624707
"201349_at","SLC9A3R1","SLC9A3 regulator 1",-1.21551382624942,10.4584101838796,-8.63757187589727,5.47363052580413e-16,8.67451446372002e-15,25.4510197581814
"201427_s_at","SELENOP","selenoprotein P",-1.06432752475028,11.91188198572,-5.58907850715496,5.66370583354752e-08,2.72303127373558e-07,7.35667024936443
"201468_s_at","NQO1","NAD(P)H quinone dehydrogenase 1",-1.34182238092777,10.4957192016209,-7.27034632485641,4.03157776856586e-12,3.65004991714421e-11,16.6868653643777
"201525_at","APOD","apolipoprotein D",-1.2029887667787,9.54434322397136,-3.91162765848227,0.000116551660014688,0.000312866359549443,0.0304954928979289
"201884_at","CEACAM5","CEA cell adhesion molecule 5",-1.95649863701377,6.35521143422364,-9.82417022555303,1.25806569646228e-19,3.12942411074046e-18,33.7261614890348
"201952_at","ALCAM","activated leukocyte cell adhesion molecule",-1.01681733610421,11.2657177654881,-6.18754619537951,2.3076781024491e-09,1.39324536496693e-08,10.4712743114525
"201990_s_at","CREBL2","cAMP responsive element binding protein like 2",-1.04314046827423,9.02981431676955,-8.59142708422677,7.4975002607502e-16,1.16688251282812e-14,25.1407087522463
"202089_s_at","SLC39A6","solute carrier family 39 member 6",-1.32819634848599,10.6142379775377,-7.67866760154422,3.10455678563661e-13,3.32500768373519e-12,19.2058621245356
"202554_s_at","GSTM3","glutathione S-transferase mu 3",-1.61632290573737,10.2077671501038,-9.15569535153107,1.50646437714198e-17,2.92077800780986e-16,28.9970139890373
"203130_s_at","KIF5C","kinesin family member 5C",-1.15773012443812,9.02596559193709,-6.43660794749851,5.69526900495931e-10,3.75529224368247e-09,11.837384944933
"203178_at","GATM","glycine amidinotransferase",-1.51962524307606,7.75593728286865,-9.44207284986774,1.97749997597806e-18,4.25668547978742e-17,31.0029215070573
"203296_s_at","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2",-1.22062096888462,5.99129502675223,-9.98859991893793,3.78690646875725e-20,1.00120459951307e-18,34.9135737270614
"203373_at","SOCS2","suppressor of cytokine signaling 2",-1.25527033134207,8.66854491564036,-6.96384657988157,2.60529457816772e-11,2.09108163624956e-10,14.8564945097099
"203438_at","STC2","stanniocalcin 2",-1.28000881374795,9.21856115077969,-6.20854662349597,2.05392150511542e-09,1.24970129414852e-08,10.5849198715552
"203439_s_at","STC2","stanniocalcin 2",-1.57325501178438,8.64017435389361,-7.10297903317387,1.12402772839445e-11,9.4942400818734e-11,15.6807457431637
"203453_at","SCNN1A","sodium channel epithelial 1 subunit alpha",-1.95355491983215,9.28897549068896,-7.74579794373387,2.0201591553889e-13,2.22059111019075e-12,19.6284387876831
"203474_at","IQGAP2","IQ motif containing GTPase activating protein 2",-1.05970983919371,8.92716630785494,-6.13006720748688,3.16978376272578e-09,1.8719802033596e-08,10.1616952864684
"203571_s_at","ADIRF","adipogenesis regulatory factor",-1.08048587513893,8.41847230386942,-8.95694791789032,6.05354877011503e-17,1.09098215558881e-15,27.6237175048858
"203710_at","ITPR1","inositol 1,4,5-trisphosphate receptor type 1",-1.41695113957996,9.10284236445761,-10.5824222812906,4.62492040829707e-22,1.50695782672016e-20,39.2729741016359
"203757_s_at","CEACAM6","CEA cell adhesion molecule 6",-1.56560088598611,8.31159941212175,-5.53347212068477,7.5338707928101e-08,3.54640022037789e-07,7.07981013848571
"203789_s_at","SEMA3C","semaphorin 3C",-1.38505134294859,10.0653107623283,-6.7219890433747,1.09435036254439e-10,8.03459192589154e-10,13.450656408776
"203801_at","MRPS14","mitochondrial ribosomal protein S14",-1.02291902488096,8.18439632017813,-10.1464039554133,1.18674479998063e-20,3.3411571544254e-19,36.0614545434704
"203963_at","CA12","carbonic anhydrase 12",-2.15889530892411,9.75718418112678,-8.67407920184288,4.26476045439815e-16,6.83572619982091e-15,25.6971791475267
"203999_at","SYT1","synaptotagmin 1",-1.55177019611517,6.6147092929987,-6.70620027555157,1.20042833632394e-10,8.7686598915847e-10,13.3600967025044
"204014_at","DUSP4","dual specificity phosphatase 4",-1.57668019882598,8.40368385060519,-8.46154043015892,1.80882220073821e-15,2.67145742369966e-14,24.2723089774169
"204045_at","TCEAL1","transcription elongation factor A like 1",-1.41885328850827,9.12750257716461,-12.1031352442426,3.86640571638823e-27,2.17485321546838e-25,50.8579811032051
"204052_s_at","SFRP4","secreted frizzled related protein 4",-1.11780983978321,8.12911179460657,-3.89427937772815,0.000124726014548073,0.000332994523434538,-0.0335313491600404
"204072_s_at","FRY","FRY microtubule binding protein",-1.54818944223252,8.40448622695575,-10.10893286768,1.56430602601175e-20,4.32398543843236e-19,35.7881653870017
"204120_s_at","ADK","adenosine kinase",-1.09113346243435,5.57265806182349,-12.6128313293977,6.92823901083846e-29,4.63082479116862e-27,54.8465347481057
"204199_at","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1",-1.15449419666929,7.69241125051509,-11.3576262809529,1.2731179631774e-24,5.39176798115602e-23,45.1119442260838
"204273_at","EDNRB","endothelin receptor type B",-1.15496473577343,6.90422322702693,-5.40557086575803,1.44067158039714e-07,6.4697099513933e-07,6.45135463457775
"204284_at","PPP1R3C","protein phosphatase 1 regulatory subunit 3C",-1.13540550505215,8.57343726953465,-6.38850568999951,7.48456421796813e-10,4.85373678825059e-09,11.5704556378958
