"ID","GB_ACC","SPOT_ID","Species Scientific Name","Annotation Date","Sequence Type","Sequence Source","Target Description","Representative Public ID","Gene Title","Gene Symbol","ENTREZ_GENE_ID","RefSeq Transcript ID","Gene Ontology Biological Process","Gene Ontology Cellular Component","Gene Ontology Molecular Function","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"205442_at","NM_021647","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_021647.1 /DB_XREF=gi:11067364 /GEN=KIAA0626 /FEA=FLmRNA /CNT=50 /TID=Hs.178121.0 /TIER=FL+Stack /STK=20 /UG=Hs.178121 /LL=9848 /DEF=Homo sapiens KIAA0626 gene product (KIAA0626), mRNA. /PROD=KIAA0626 gene product /FL=gb:AB014526.1 gb:NM_021647.1","NM_021647","uncharacterized LOC101928198 /// microfibrillar-associated protein 3-like","LOC101928198 /// MFAP3L","9848 /// 101928198","NM_001009554 /// NM_021647 /// XM_005263366 /// XM_005263368 /// XM_005263369 /// XM_005263370 /// XM_005263371 /// XM_006714423 /// XM_006714424 /// XM_006714425 /// XM_006714426 /// XM_006714427 /// XM_006714428 /// XR_244749 /// XR_249692 /// XR_251689","","0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","0005515 // protein binding // inferred from electronic annotation",-1.19476642485351,6.80305516358833,-4.49055292692514,3.48066850747294e-05,0.0143115392142276,2.17996698583233
"206023_at","NM_006681","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_006681.1 /DB_XREF=gi:5729946 /GEN=NMU /FEA=FLmRNA /CNT=24 /TID=Hs.2841.0 /TIER=FL /STK=7 /UG=Hs.2841 /LL=10874 /DEF=Homo sapiens neuromedin U (NMU), mRNA. /PROD=neuromedin U /FL=gb:NM_006681.1","NM_006681","neuromedin U","NMU","10874","NM_001292045 /// NM_001292046 /// NM_006681 /// NR_120489 /// XM_005265713","0001696 // gastric acid secretion // inferred from electronic annotation /// 0006940 // regulation of smooth muscle contraction // traceable author statement /// 0006950 // response to stress // inferred from electronic annotation /// 0007165 // signal transduction // traceable author statement /// 0007186 // G-protein coupled receptor signaling pathway // traceable author statement /// 0007218 // neuropeptide signaling pathway // inferred from electronic annotation /// 0007586 // digestion // traceable author statement /// 0009648 // photoperiodism // inferred from electronic annotation /// 0019233 // sensory perception of pain // inferred from electronic annotation /// 0042755 // eating behavior // inferred from electronic annotation /// 0045987 // positive regulation of smooth muscle contraction // inferred from electronic annotation /// 0046887 // positive regulation of hormone secretion // inferred from electronic annotation /// 0050806 // positive regulation of synaptic transmission // inferred from electronic annotation","0005576 // extracellular region // traceable author statement /// 0043195 // terminal bouton // inferred from electronic annotation","0005102 // receptor binding // traceable author statement /// 0042922 // neuromedin U receptor binding // inferred from electronic annotation",-1.43203633585151,4.53047126848691,-3.6663679096485,0.00053927994424067,0.0325028520950976,-0.264872265683111
"206239_s_at","NM_003122","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_003122.1 /DB_XREF=gi:4507178 /GEN=SPINK1 /FEA=FLmRNA /CNT=29 /TID=Hs.181286.0 /TIER=FL+Stack /STK=24 /UG=Hs.181286 /LL=6690 /DEF=Homo sapiens serine protease inhibitor, Kazal type 1 (SPINK1), mRNA. /PROD=serine protease inhibitor, Kazal type 1 /FL=gb:NM_003122.1","NM_003122","serine peptidase inhibitor, Kazal type 1","SPINK1","6690","NM_003122 /// XM_005268501","0010466 // negative regulation of peptidase activity // inferred from electronic annotation /// 0010751 // negative regulation of nitric oxide mediated signal transduction // inferred from electronic annotation /// 0050732 // negative regulation of peptidyl-tyrosine phosphorylation // inferred from electronic annotation /// 0060046 // regulation of acrosome reaction // inferred from electronic annotation /// 0090281 // negative regulation of calcium ion import // inferred from electronic annotation /// 1900004 // negative regulation of serine-type endopeptidase activity // inferred from electronic annotation /// 2001256 // regulation of store-operated calcium entry // inferred from electronic annotation","0005576 // extracellular region // inferred from electronic annotation","0004866 // endopeptidase inhibitor activity // traceable author statement /// 0004867 // serine-type endopeptidase inhibitor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0030414 // peptidase inhibitor activity // inferred from electronic annotation",-1.22645704164128,3.36538604136148,-3.28750875918342,0.001728482577112,0.0476887516977738,-1.29176205937322
"206417_at","NM_000087","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_000087.1 /DB_XREF=gi:4502914 /GEN=CNGA1 /FEA=FLmRNA /CNT=20 /TID=Hs.1323.0 /TIER=FL /STK=0 /UG=Hs.1323 /LL=1259 /DEF=Homo sapiens cyclic nucleotide gated channel alpha 1 (CNGA1), mRNA. /PROD=cyclic nucleotide gated channel alpha 1 /FL=gb:NM_000087.1 gb:M84741.1","NM_000087","cyclic nucleotide gated channel alpha 1","CNGA1","1259","NM_000087 /// NM_001142564 /// XM_005248049","0006810 // transport // traceable author statement /// 0006811 // ion transport // inferred from electronic annotation /// 0006955 // immune response // non-traceable author statement /// 0007601 // visual perception // inferred from electronic annotation /// 0007603 // phototransduction, visible light // traceable author statement /// 0016056 // rhodopsin mediated signaling pathway // traceable author statement /// 0022400 // regulation of rhodopsin mediated signaling pathway // traceable author statement /// 0042391 // regulation of membrane potential // not recorded /// 0050896 // response to stimulus // inferred from electronic annotation /// 0055085 // transmembrane transport // inferred from electronic annotation /// 0071805 // potassium ion transmembrane transport // not recorded","0001750 // photoreceptor outer segment // inferred from electronic annotation /// 0005886 // plasma membrane // traceable author statement /// 0005887 // integral component of plasma membrane // traceable author statement /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0042622 // photoreceptor outer segment membrane // inferred from electronic annotation","0000166 // nucleotide binding // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005222 // intracellular cAMP activated cation channel activity // not recorded /// 0005223 // intracellular cGMP activated cation channel activity // not recorded /// 0005249 // voltage-gated potassium channel activity // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0030553 // cGMP binding // not recorded",-1.14995948056726,4.14150333301739,-4.17497662520267,0.000102383222256494,0.0179416752463905,1.21409774201791
"206513_at","NM_004833","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_004833.1 /DB_XREF=gi:4757733 /GEN=AIM2 /FEA=FLmRNA /CNT=15 /TID=Hs.105115.0 /TIER=FL /STK=7 /UG=Hs.105115 /LL=9447 /DEF=Homo sapiens absent in melanoma 2 (AIM2), mRNA. /PROD=absent in melanoma 2 /FL=gb:AF024714.1 gb:NM_004833.1","NM_004833","absent in melanoma 2","AIM2","9447","NM_004833 /// XM_005245616 /// XM_005245617 /// XM_006711633 /// XR_241107 /// XR_241108","0002218 // activation of innate immune response // inferred from direct assay /// 0002230 // positive regulation of defense response to virus by host // inferred from sequence or structural similarity /// 0002376 // immune system process // inferred from electronic annotation /// 0006915 // apoptotic process // inferred from electronic annotation /// 0006954 // inflammatory response // inferred from electronic annotation /// 0006955 // immune response // traceable author statement /// 0032088 // negative regulation of NF-kappaB transcription factor activity // inferred from direct assay /// 0032461 // positive regulation of protein oligomerization // inferred from direct assay /// 0032731 // positive regulation of interleukin-1 beta production // inferred from direct assay /// 0033209 // tumor necrosis factor-mediated signaling pathway // inferred from direct assay /// 0035458 // cellular response to interferon-beta // inferred from electronic annotation /// 0035690 // cellular response to drug // inferred from direct assay /// 0035872 // nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway // traceable author statement /// 0045087 // innate immune response // traceable author statement /// 0050702 // interleukin-1 beta secretion // inferred from mutant phenotype /// 0050718 // positive regulation of interleukin-1 beta secretion // inferred from direct assay /// 0051092 // positive regulation of NF-kappaB transcription factor activity // inferred from direct assay /// 0070269 // pyroptosis // inferred from direct assay /// 2001056 // positive regulation of cysteine-type endopeptidase activity // inferred from direct assay","0005634 // nucleus // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from direct assay /// 0005739 // mitochondrion // inferred from direct assay /// 0005829 // cytosol // traceable author statement /// 0097169 // AIM2 inflammasome complex // inferred from direct assay","0003677 // DNA binding // inferred from electronic annotation /// 0003690 // double-stranded DNA binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0042802 // identical protein binding // inferred from physical interaction",-1.12931445227632,5.32517664787149,-3.36867557907402,0.00135455264310854,0.0439032024111288,-1.0777531523835
"208103_s_at","NM_030920","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_030920.1 /DB_XREF=gi:13569878 /GEN=MGC5350 /FEA=FLmRNA /CNT=1 /TID=HsAffx.900114.118 /TIER=FL /STK=0 /DEF=Homo sapiens hypothetical protein MGC5350 (MGC5350), mRNA. /PROD=hypothetical protein MGC5350 /FL=gb:NM_030920.1","NM_030920","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E","ANP32E","81611","NM_001136478 /// NM_001136479 /// NM_001280559 /// NM_001280560 /// NM_030920 /// XM_005245513 /// XM_005245514 /// XR_426799 /// XR_426800","0016568 // chromatin modification // inferred from electronic annotation /// 0043086 // negative regulation of catalytic activity // inferred from electronic annotation /// 0043086 // negative regulation of catalytic activity // inferred from sequence or structural similarity /// 0043486 // histone exchange // inferred from direct assay","0000812 // Swr1 complex // inferred from direct assay /// 0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from sequence or structural similarity /// 0005737 // cytoplasm // inferred from electronic annotation /// 0016023 // cytoplasmic membrane-bounded vesicle // inferred from sequence or structural similarity","0005515 // protein binding // inferred from electronic annotation /// 0019212 // phosphatase inhibitor activity // inferred from sequence or structural similarity /// 0042393 // histone binding // inferred from direct assay",-1.26158015020715,6.94120121184107,-3.38078327142885,0.00130581750799147,0.0432700437875354,-1.04553890921755
"208650_s_at","BG327863","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BG327863 /DB_XREF=gi:13134301 /DB_XREF=602426876F1 /CLONE=IMAGE:4564675 /FEA=FLmRNA /CNT=479 /TID=Hs.286124.1 /TIER=Stack /STK=22 /UG=Hs.286124 /LL=934 /UG_GENE=CD24 /UG_TITLE=CD24 antigen (small cell lung carcinoma cluster 4 antigen) /FL=gb:NM_013230.1 gb:M58664.1 gb:L33930.1","BG327863","CD24 molecule","CD24","100133941","NM_001291737 /// NM_001291738 /// NM_001291739 /// NM_013230 /// NR_117089 /// NR_117090 /// XM_005278329","0001666 // response to hypoxia // inferred from expression pattern /// 0001775 // cell activation // inferred from direct assay /// 0001959 // regulation of cytokine-mediated signaling pathway // inferred from sequence or structural similarity /// 0002237 // response to molecule of bacterial origin // inferred from sequence or structural similarity /// 0002768 // immune response-regulating cell surface receptor signaling pathway // inferred by curator /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007204 // positive regulation of cytosolic calcium ion concentration // inferred from direct assay /// 0007411 // axon guidance // traceable author statement /// 0016055 // Wnt signaling pathway // non-traceable author statement /// 0016337 // single organismal cell-cell adhesion // non-traceable author statement /// 0016477 // cell migration // inferred from sequence or structural similarity /// 0030856 // regulation of epithelial cell differentiation // non-traceable author statement /// 0031295 // T cell costimulation // inferred from direct assay /// 0032597 // B cell receptor transport into membrane raft // inferred from direct assay /// 0032600 // chemokine receptor transport out of membrane raft // inferred from sequence or structural similarity /// 0032913 // negative regulation of transforming growth factor beta3 production // inferred from mutant phenotype /// 0042104 // positive regulation of activated T cell proliferation // inferred from direct assay /// 0042325 // regulation of phosphorylation // inferred from direct assay /// 0042632 // cholesterol homeostasis // inferred from sequence or structural similarity /// 0043406 // positive regulation of MAP kinase activity // inferred from direct assay /// 0043408 // regulation of MAPK cascade // inferred from direct assay /// 0043627 // response to estrogen // inferred from expression pattern /// 0045730 // respiratory burst // inferred from direct assay /// 0061098 // positive regulation of protein tyrosine kinase activity // inferred from direct assay /// 0072112 // glomerular visceral epithelial cell differentiation // inferred from mutant phenotype /// 0072139 // glomerular parietal epithelial cell differentiation // inferred from mutant phenotype /// 0097193 // intrinsic apoptotic signaling pathway // non-traceable author statement /// 2000768 // positive regulation of nephron tubule epithelial cell differentiation // inferred from mutant phenotype","0005886 // plasma membrane // inferred from electronic annotation /// 0009986 // cell surface // inferred from direct assay /// 0016020 // membrane // inferred from direct assay /// 0031225 // anchored component of membrane // inferred from electronic annotation /// 0045121 // membrane raft // inferred from direct assay","0004871 // signal transducer activity // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from physical interaction /// 0030296 // protein tyrosine kinase activator activity // inferred from direct assay",-1.13252320430214,10.3867306083037,-3.75944179618958,0.000401044475853802,0.0291077989960956,-0.00225356470708515
"209211_at","AF132818","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AF132818.1 /DB_XREF=gi:6580834 /GEN=CKLF /FEA=FLmRNA /CNT=158 /TID=Hs.84728.0 /TIER=FL+Stack /STK=23 /UG=Hs.84728 /LL=688 /DEF=Homo sapiens colon Kruppel-like factor (CKLF) mRNA, complete cds. /PROD=colon Kruppel-like factor /FL=gb:AF132818.1 gb:AF287272.1 gb:AB030824.1 gb:NM_001730.1 gb:D14520.1","AF132818","Kruppel-like factor 5 (intestinal)","KLF5","688","NM_001286818 /// NM_001730 /// XM_005266509 /// XM_006719862","0001525 // angiogenesis // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // traceable author statement /// 0008284 // positive regulation of cell proliferation // inferred from electronic annotation /// 0030033 // microvillus assembly // inferred from electronic annotation /// 0035914 // skeletal muscle cell differentiation // inferred from electronic annotation /// 0045893 // positive regulation of transcription, DNA-templated // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0071407 // cellular response to organic cyclic compound // inferred from electronic annotation /// 1901653 // cellular response to peptide // inferred from electronic annotation","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay /// 0005794 // Golgi apparatus // inferred from direct assay /// 0005886 // plasma membrane // inferred from direct assay /// 0043231 // intracellular membrane-bounded organelle // inferred from direct assay","0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0001077 // RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription // inferred from direct assay /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0046872 // metal ion binding // inferred from electronic annotation",-1.26447968275595,5.04409467298177,-3.59551385178344,0.000673940753821495,0.0348614985182774,-0.462173901463079
"209772_s_at","X69397","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:X69397.1 /DB_XREF=gi:396167 /GEN=CD24 /FEA=FLmRNA /CNT=42 /TID=Hs.286124.0 /TIER=FL /STK=0 /UG=Hs.286124 /LL=934 /DEF=H.sapiens CD24 gene, complete CDS. /PROD=cell surface antigen /FL=gb:X69397.1","X69397","CD24 molecule","CD24","100133941","NM_001291737 /// NM_001291738 /// NM_001291739 /// NM_013230 /// NR_117089 /// NR_117090 /// XM_005278329","0001666 // response to hypoxia // inferred from expression pattern /// 0001775 // cell activation // inferred from direct assay /// 0001959 // regulation of cytokine-mediated signaling pathway // inferred from sequence or structural similarity /// 0002237 // response to molecule of bacterial origin // inferred from sequence or structural similarity /// 0002768 // immune response-regulating cell surface receptor signaling pathway // inferred by curator /// 0007155 // cell adhesion // inferred from electronic annotation /// 0007204 // positive regulation of cytosolic calcium ion concentration // inferred from direct assay /// 0007411 // axon guidance // traceable author statement /// 0016055 // Wnt signaling pathway // non-traceable author statement /// 0016337 // single organismal cell-cell adhesion // non-traceable author statement /// 0016477 // cell migration // inferred from sequence or structural similarity /// 0030856 // regulation of epithelial cell differentiation // non-traceable author statement /// 0031295 // T cell costimulation // inferred from direct assay /// 0032597 // B cell receptor transport into membrane raft // inferred from direct assay /// 0032600 // chemokine receptor transport out of membrane raft // inferred from sequence or structural similarity /// 0032913 // negative regulation of transforming growth factor beta3 production // inferred from mutant phenotype /// 0042104 // positive regulation of activated T cell proliferation // inferred from direct assay /// 0042325 // regulation of phosphorylation // inferred from direct assay /// 0042632 // cholesterol homeostasis // inferred from sequence or structural similarity /// 0043406 // positive regulation of MAP kinase activity // inferred from direct assay /// 0043408 // regulation of MAPK cascade // inferred from direct assay /// 0043627 // response to estrogen // inferred from expression pattern /// 0045730 // respiratory burst // inferred from direct assay /// 0061098 // positive regulation of protein tyrosine kinase activity // inferred from direct assay /// 0072112 // glomerular visceral epithelial cell differentiation // inferred from mutant phenotype /// 0072139 // glomerular parietal epithelial cell differentiation // inferred from mutant phenotype /// 0097193 // intrinsic apoptotic signaling pathway // non-traceable author statement /// 2000768 // positive regulation of nephron tubule epithelial cell differentiation // inferred from mutant phenotype","0005886 // plasma membrane // inferred from electronic annotation /// 0009986 // cell surface // inferred from direct assay /// 0016020 // membrane // inferred from direct assay /// 0031225 // anchored component of membrane // inferred from electronic annotation /// 0045121 // membrane raft // inferred from direct assay","0004871 // signal transducer activity // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from physical interaction /// 0030296 // protein tyrosine kinase activator activity // inferred from direct assay",-1.16033304182239,9.62281493117621,-3.55505343267117,0.000764648818428211,0.0362909497808702,-0.573795194235013
"210163_at","AF030514","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AF030514.1 /DB_XREF=gi:3219692 /FEA=FLmRNA /CNT=28 /TID=Hs.103982.0 /TIER=FL /STK=0 /UG=Hs.103982 /LL=6373 /UG_GENE=SCYB11 /DEF=Homo sapiens interferon stimulated T-cell alpha chemoattractant precursor, mRNA, complete cds. /PROD=interferon stimulated T-cell alphachemoattractant precursor /FL=gb:U66096.1 gb:NM_005409.2 gb:AF030514.1 gb:BC005292.1","AF030514","chemokine (C-X-C motif) ligand 11","CXCL11","6373","NM_005409","0006935 // chemotaxis // inferred from direct assay /// 0006954 // inflammatory response // inferred from electronic annotation /// 0006955 // immune response // inferred from electronic annotation /// 0007165 // signal transduction // traceable author statement /// 0007267 // cell-cell signaling // traceable author statement /// 0010818 // T cell chemotaxis // inferred from mutant phenotype /// 0030816 // positive regulation of cAMP metabolic process // inferred from direct assay /// 0042127 // regulation of cell proliferation // inferred from mutant phenotype /// 0043950 // positive regulation of cAMP-mediated signaling // inferred from direct assay /// 0051281 // positive regulation of release of sequestered calcium ion into cytosol // inferred from direct assay /// 0060326 // cell chemotaxis // inferred from electronic annotation /// 0070098 // chemokine-mediated signaling pathway // inferred from mutant phenotype","0005576 // extracellular region // traceable author statement /// 0005615 // extracellular space // inferred from electronic annotation","0005125 // cytokine activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008009 // chemokine activity // inferred from direct assay /// 0008201 // heparin binding // inferred from mutant phenotype /// 0048248 // CXCR3 chemokine receptor binding // inferred from direct assay",-1.88829918371918,6.29816128928156,-3.31987120404792,0.00156900212371431,0.0459235498469379,-1.20684274717197
"210347_s_at","AF080216","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AF080216.1 /DB_XREF=gi:12150277 /FEA=FLmRNA /CNT=12 /TID=Hs.307051.0 /TIER=FL /STK=6 /UG=Hs.307051 /DEF=Homo sapiens C2H2-type zinc-finger protein mRNA, complete cds. /PROD=C2H2-type zinc-finger protein /FL=gb:AF080216.1","AF080216","B-cell CLL/lymphoma 11A (zinc finger protein)","BCL11A","53335","NM_018014 /// NM_022893 /// NM_138553 /// NM_138559","0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0010629 // negative regulation of gene expression // inferred from electronic annotation /// 0010976 // positive regulation of neuron projection development // inferred from direct assay /// 0010977 // negative regulation of neuron projection development // inferred from direct assay /// 0016925 // protein sumoylation // inferred from sequence or structural similarity /// 0030097 // hemopoiesis // non-traceable author statement /// 0030183 // B cell differentiation // inferred from electronic annotation /// 0030217 // T cell differentiation // inferred from electronic annotation /// 0030517 // negative regulation of axon extension // inferred from sequence or structural similarity /// 0032463 // negative regulation of protein homooligomerization // inferred by curator /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0048671 // negative regulation of collateral sprouting // inferred from mutant phenotype /// 0048672 // positive regulation of collateral sprouting // inferred from mutant phenotype /// 0050773 // regulation of dendrite development // inferred from mutant phenotype /// 2000171 // negative regulation of dendrite development // inferred from mutant phenotype /// 2001141 // regulation of RNA biosynthetic process // inferred from electronic annotation","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from sequence or structural similarity","0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0001078 // RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription // inferred from direct assay /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003714 // transcription corepressor activity // inferred from electronic annotation /// 0042803 // protein homodimerization activity // traceable author statement /// 0046872 // metal ion binding // inferred from electronic annotation /// 0046982 // protein heterodimerization activity // inferred from physical interaction",-1.31151983624403,5.14116504056442,-3.66997720440822,0.000533159301926666,0.0323806495422872,-0.254760336774936
"210538_s_at","U37546","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:U37546.1 /DB_XREF=gi:1145290 /GEN=MIHC /FEA=FLmRNA /CNT=5 /TID=Hs.127799.2 /TIER=FL /STK=0 /UG=Hs.127799 /LL=330 /DEF=Human IAP homolog C (MIHC) mRNA, complete cds. /PROD=MIHC /FL=gb:U37546.1","U37546","baculoviral IAP repeat containing 3","BIRC3","330","NM_001165 /// NM_182962","0002224 // toll-like receptor signaling pathway // traceable author statement /// 0002756 // MyD88-independent toll-like receptor signaling pathway // traceable author statement /// 0006915 // apoptotic process // inferred from electronic annotation /// 0007166 // cell surface receptor signaling pathway // traceable author statement /// 0007283 // spermatogenesis // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0016567 // protein ubiquitination // inferred from direct assay /// 0031398 // positive regulation of protein ubiquitination // inferred from direct assay /// 0034121 // regulation of toll-like receptor signaling pathway // traceable author statement /// 0034138 // toll-like receptor 3 signaling pathway // traceable author statement /// 0034142 // toll-like receptor 4 signaling pathway // traceable author statement /// 0035666 // TRIF-dependent toll-like receptor signaling pathway // traceable author statement /// 0038061 // NIK/NF-kappaB signaling // traceable author statement /// 0039535 // regulation of RIG-I signaling pathway // traceable author statement /// 0042326 // negative regulation of phosphorylation // inferred from electronic annotation /// 0042981 // regulation of apoptotic process // inferred from mutant phenotype /// 0043066 // negative regulation of apoptotic process // traceable author statement /// 0043123 // positive regulation of I-kappaB kinase/NF-kappaB signaling // traceable author statement /// 0045087 // innate immune response // traceable author statement /// 0045088 // regulation of innate immune response // traceable author statement /// 0050727 // regulation of inflammatory response // traceable author statement /// 0051291 // protein heterooligomerization // inferred from electronic annotation /// 0060544 // regulation of necroptotic process // inferred from mutant phenotype /// 0060546 // negative regulation of necroptotic process // inferred from electronic annotation /// 0070266 // necroptotic process // inferred from electronic annotation /// 0070424 // regulation of nucleotide-binding oligomerization domain containing signaling pathway // traceable author statement /// 2000116 // regulation of cysteine-type endopeptidase activity // traceable author statement /// 2000378 // negative regulation of reactive oxygen species metabolic process // inferred from electronic annotation","0005622 // intracellular // inferred from electronic annotation /// 0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay /// 0005829 // cytosol // traceable author statement /// 0043234 // protein complex // inferred from electronic annotation /// 0045121 // membrane raft // inferred from electronic annotation","0004842 // ubiquitin-protein transferase activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation",-1.06674473531559,7.21329702602778,-3.47015686853797,0.000994181682987582,0.0395035490678387,-0.805468625187796
"211466_at","U70862","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:U70862.1 /DB_XREF=gi:1916623 /FEA=FLmRNA /CNT=1 /TID=Hs.33287.0 /TIER=FL /STK=0 /UG=Hs.33287 /LL=4781 /UG_GENE=NFIB /DEF=Human nuclear factor I B3 mRNA, complete cds. /PROD=nuclear factor I B3 /FL=gb:U70862.1","U70862","nuclear factor I/B","NFIB","4781","NM_001190737 /// NM_001190738 /// NM_001282787 /// NM_005596 /// XM_005251467 /// XM_005251468 /// XM_005251469 /// XM_005251470 /// XM_005251471 /// XM_006716773 /// XM_006716774 /// XM_006716775","0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0002062 // chondrocyte differentiation // inferred from sequence or structural similarity /// 0006260 // DNA replication // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006366 // transcription from RNA polymerase II promoter // inferred from direct assay /// 0008285 // negative regulation of cell proliferation // inferred from electronic annotation /// 0010001 // glial cell differentiation // inferred from sequence or structural similarity /// 0021740 // principal sensory nucleus of trigeminal nerve development // inferred from sequence or structural similarity /// 0021960 // anterior commissure morphogenesis // inferred from sequence or structural similarity /// 0030324 // lung development // inferred from electronic annotation /// 0030900 // forebrain development // inferred from electronic annotation /// 0030902 // hindbrain development // inferred from electronic annotation /// 0043392 // negative regulation of DNA binding // inferred from direct assay /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0060486 // Clara cell differentiation // inferred from sequence or structural similarity /// 0060509 // Type I pneumocyte differentiation // inferred from sequence or structural similarity /// 0060510 // Type II pneumocyte differentiation // inferred from sequence or structural similarity /// 0061141 // lung ciliated cell differentiation // inferred from sequence or structural similarity /// 0071679 // commissural neuron axon guidance // inferred from sequence or structural similarity /// 2000791 // negative regulation of mesenchymal cell proliferation involved in lung development // inferred from sequence or structural similarity /// 2000795 // negative regulation of epithelial cell proliferation involved in lung morphogenesis // inferred from sequence or structural similarity","0005622 // intracellular // inferred from electronic annotation /// 0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0044300 // cerebellar mossy fiber // inferred from sequence or structural similarity","0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from direct assay /// 0000981 // sequence-specific DNA binding RNA polymerase II transcription factor activity // inferred from direct assay /// 0001077 // RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription // inferred from direct assay /// 0001106 // RNA polymerase II transcription corepressor activity // inferred from direct assay /// 0003677 // DNA binding // inferred from direct assay /// 0003690 // double-stranded DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from electronic annotation",-1.0463688062092,5.76254011260346,-3.69098995524737,0.000498823804784402,0.0316618025426731,-0.195773604108763
